ID,Title,TMDB_id,IMGID,Release,Runtime,Genres,Language,Cast,Director,Producer,Writer,Sound Designer,Editor,Director of Photography,Composer,Art Direction,Production Design,Costume Design,Makeup Artist
[Film15639],Storm Boy,14302,/1nXbLb1Hw92bATJfDLpu4iH9zqJ.jpg,1977-07-28,88,"Drama,Family",en,"Greg Rowe,Peter Cummins,David Gulpilil,Judy Dick,Tony Allison",Henri Safran,Matt Carroll,"Sonia Borg,Sidney L. Stebel",,Gerald Turney-Smith,Geoff Burton,,,,,
[Film1563],Carrie,7340,/uc3OvgmbnYaS5Y0BOjSmC1EmSz1.jpg,1976-11-03,98,"Horror,Thriller",en,"Sissy Spacek,Piper Laurie,Amy Irving,William Katt,John Travolta",Brian De Palma,Paul Monash,,,Paul Hirsch,Mario Tosi,Pino Donaggio,"Jack Fisk,Bill Kenney",,Rosanna Norton,Wes Dawn
[Film15644],The Tamarind Seed,,,,,,,,,,,,,,,,,,
[Film1572],The New Land,42488,/2yAd5Sxrvx6pR0FZ7Cxypa6YErW.jpg,1972-01-01,204,"Drama,Western,History",sv,"Max von Sydow,Liv Ullmann,Allan Edwall,Eddie Axberg,Pierre Lindstedt",Jan Troell,Bengt Forslund,"Jan Troell,Bengt Forslund",,Jan Troell,Jan Troell,"Bengt Ernryd,Georg Oddner",,P.A. Lundgren,Ulla-Britt Söderlund,Cecilia Drott
[Film1577],Burnt Offerings,13549,/2ipG69lXOjGMX7F7qxJQzUoiUsd.jpg,1976-10-18,116,"Horror,Thriller,Mystery",en,"Karen Black,Oliver Reed,Burgess Meredith,Bette Davis,Eileen Heckart",Dan Curtis,Dan Curtis,,,Dennis Virkler,Jacques R. Marquette,Bob Cobert,,Eugène Lourié,Ann Roth,Al Fleming
[Film157882],"Sappho and Jerry, Parts 1-3",,,,,,,,,,,,,,,,,,
[Film1579],Conversation Piece,56142,/vLFdB2MsgAH7UCVb60EzLTjIoqN.jpg,1974-12-10,121,"Drama,Romance",it,"Burt Lancaster,Helmut Berger,Silvana Mangano,Claudia Marsani,Stefano Patrizi",Luchino Visconti,Giovanni Bertolucci,,,Ruggero Mastroianni,Pasqualino De Santis,Franco Mannino,,Mario Garbuglia,"Yves Saint-Laurent,Piero Tosi,Vera Marzot","Alberto De Rossi,Eligio Trani"
[Film15815],The Car,24655,/90hQGHxPccXAUXJEAxjO9LDZLHC.jpg,1977-05-12,96,Horror,en,"James Brolin,Kathleen Lloyd,John Marley,R. G. Armstrong,John Rubinstein",Elliot Silverstein,"Elliot Silverstein,Marvin Birdt",,,Michael McCroskey,Gerald Hirschfeld,Leonard Rosenman,,,,
[Film15852],Shaolin Temple,45736,/ggASiCTemlgkZflnpUwgeguXgQy.jpg,1976-12-22,126,"Action,Adventure",zh,"Alexander Fu Sheng,Chi Kuan-Chun,Wai Wang,David Chiang,Ti Lung",Chang Cheh,Runme Shaw,"Ni Kuang,Chang Cheh",,Chiang Hsing-Lung,Kung Mu-To,Frankie Chan Fan-Kei,Johnson Tsao Chuang-Sheng,,Liu Chi-Yu,
[Film15927],Messiah of Evil,24923,/ysmkuMncUUvMW1QpcNn7yjl2wN1.jpg,1973-05-02,90,"Horror,Mystery",en,"Marianna Hill,Michael Greer,Joy Bang,Anitra Ford,Royal Dano","Willard Huyck,Gloria Katz","Willard Huyck,Gloria Katz",,,Scott Conrad,Stephen M. Katz,Phillan Bishop,"Jack Fisk,Joan Mocine",,,Bud Miller
[Film1592],The Tin Drum,659,/b4zV75WQL68XcKRYdliCmTk5Jwc.jpg,1979-05-02,162,"Drama,History,War",de,"Mario Adorf,Angela Winkler,David Bennent,Katharina Thalbach,Daniel Olbrychski",Volker Schlöndorff,"Anatole Dauman,Franz Seitz Junior,Eberhard Junkersdorf",,,Suzanne Baron,Igor Luther,Maurice Jarre,,,,
[Film159],The Godfather,238,/3bhkrj58Vtu7enYsRolD1fZdja1.jpg,1972-03-14,175,"Drama,Crime",en,"Marlon Brando,Al Pacino,James Caan,Robert Duvall,Richard S. Castellano",Francis Ford Coppola,Albert S. Ruddy,,,"William Reynolds,Peter Zinner",Gordon Willis,Nino Rota,Warren Clymer,Dean Tavoularis,Anna Hill Johnstone,"Dick Smith,Phil Rhodes"
[Film1601],The Hourglass Sanatorium,45698,/wV6LsDuRHPGbQqRsaAAu3xHgflW.jpg,1973-12-12,124,"Fantasy,Drama",pl,"Jan Nowicki,Tadeusz Kondrat,Irena Orska,Halina Kowalska,Gustaw Holoubek",Wojciech Has,,Wojciech Has,,Janina Niedźwiecka,,Jerzy Maksymiuk,Andrzej Haliński,"Andrzej Płocki,Jerzy Skarżyński,Piotr Dudzinski",,"Halina Ber,Anna Smiech"
[Film16030],Stone,14937,/vnXEtNLbwMeYCnZChXw48V8jdzP.jpg,1974-01-01,103,"Action,Crime,Thriller",en,"Ken Shorter,Sandy Harbutt,Deryck Barnes,Hugh Keays-Byrne,Roger Ward",Sandy Harbutt,Sandy Harbutt,"Sandy Harbutt,Michael Robinson",,Ian Barry,Graham Lind,,Tim Storrier,Sandy Harbutt,"Helen Morse,Margaret Ure",Rina Hofmanis
[Film16152],The Curious Case of Dr. Humpp,,,,,,,,,,,,,,,,,,
[Film1618],The Grandmother,44510,/llhiY0rV6RWU1LOdy9Zljhf7cXm.jpg,1970-07-01,34,"Drama,Horror",en,"Dorothy McGinnis,Virginia Maitland,Robert Chadwick,Richard White",David Lynch,,,,,,,,,,
[Film16193],West Indies,271858,/csEE2iNgEaWGujofiIuj9h7CKaU.jpg,1979-01-02,113,Drama,fr,"Robert Liensol,Roland Bertin,Philippe Clévenot,Hélène Vincent,Théo Légitimus",Med Hondo,Med Hondo,"Med Hondo,Daniel Boukman",,Youcef Tobni,François Catonné,"Frank Valmont,Georges Rabol",,Jacques Saulnier,"Michèle Cerf,Ghyslain Martin",Fatiha Robichet
[Film161],Amarcord,7857,/s6e5B6ty6xjLUjCgephOVjnpFnR.jpg,1973-12-18,123,"Comedy,Drama",it,"Bruno Zanin,Armando Brancia,Pupella Maggio,Giuseppe Ianigro,Nando Orfei",Federico Fellini,Franco Cristaldi,,,Ruggero Mastroianni,Giuseppe Rotunno,Nino Rota,,"Danilo Donati,Giorgio Giovannini",Danilo Donati,
[Film16251],Supermarket,,,,,,,,,,,,,,,,,,
[Film162702],Uprising in Jazak,,,,,,,,,,,,,,,,,,
[Film16271],Jabberwocky,11834,/qYJmSbAkKOaltdwasY3dOrPlyZa.jpg,1977-03-28,105,"Fantasy,Comedy",en,"Michael Palin,Harry H. Corbett,John Le Mesurier,Warren Mitchell,Max Wall",Terry Gilliam,"Julian Doyle,Sanford Lieberson",,,Michael Bradsell,Terry Bedford,Modeste Moussorgsky,Milly Burns,Roy Forge Smith,"Charles Knode,Hazel Pethig","Elaine Carew,Maggie Weston,Scota Rakison"
[Film16333],The Castaways of Turtle Island,64564,/hmDmC8RI8dDeX6Vun3SVtQK1z1b.jpg,1976-10-06,140,Comedy,fr,"Pierre Richard,Maurice Risch,Jacques Villeret,Jean-François Balmer,Patrick Chesnais",Jacques Rozier,,Jacques Rozier,,,,,,,,
[Film16346],Blind Woman's Curse,,,,,,,,,,,,,,,,,,
[Film16349],Chilly Scenes of Winter,42173,/teN4NJdGcHbIm9IwXerysNknmGh.jpg,1979-10-19,92,"Comedy,Drama,Romance",en,"John Heard,Mary Beth Hurt,Peter Riegert,Kenneth McMillan,Gloria Grahame",Joan Micklin Silver,"Griffin Dunne,Amy Robinson,Mark Metcalf",,,Cynthia Scheider,Bobby Byrne,Ken Lauber,,Peter Jamison,Rosanna Norton,Ben Nye Jr.
[Film1639],Tale of Tales,36079,/pSj2AekD8xK4vklV7JTRBNVngrc.jpg,1979-01-05,29,Animation,ru,Aleksandr Kalyagin,Yuri Norstein,G. Kovrov,"Yuri Norstein,Lyudmila Petrushevskaya",Boris Filchikov,Nadezhda Treshchyova,Igor Skidan-Bosin,Mikhail Meerovich,Francheska Yarbusova,,,
[Film1644],Bring Me the Head of Alfredo García,11942,/gRWVf3InNlIlFT3WB9MnFdOwcYQ.jpg,1974-08-01,113,"Action,Crime,Drama",en,"Warren Oates,Isela Vega,Robert Webber,Gig Young,Helmut Dantine",Sam Peckinpah,Martin Baum,,,"Dennis Dolan,Sergio Ortega,Robbe Roberts",Álex Phillips Jr.,Jerry Fielding,Agustín Ituarte,,,Rosa Guerrero
[Film16493],Emperor Tomato Ketchup,36090,/jULHKfuDhGQiUt41gmpgi9eR9qT.jpg,1971-01-01,75,Drama,ja,"Goro Abashiri,Tarô Apollo,Shiro Demaemochi,Mitsufumi Hashimoto,Maya Kaba",Shūji Terayama,,Shūji Terayama,,Shūji Terayama,,,,,,
[Film165109],Original Cast Album: Company,100776,/pkmgl0VvCScGYBQIjtCYEqGRxPE.jpg,1970-10-28,53,"Documentary,Music",en,"Stephen Sondheim,Hal Prince,Elaine Stritch,Dean Jones,Pamela Myers",D. A. Pennebaker,"Chester Feldman,Christopher Dalrymple,Peter Hansen,Delia Doherty",,,,"D. A. Pennebaker,Richard Leacock",,,,,
[Film16551],Woodstock: 3 Days of Peace & Music,9459,/8YrHSzR89PZxIhF1a1ZVhQX7OlJ.jpg,1970-03-26,225,"Documentary,History,Music",en,"Richie Havens,Joan Baez,Roger Daltrey,John Entwistle,Keith Moon",Michael Wadleigh,,,,"Martin Scorsese,Thelma Schoonmaker,Jere Huggins,Michael Wadleigh,Yeu-Bun Yee,Stanley Warnow","Malcolm Hart,Michael Margetts",,,,,
[Film1656],Walkabout,36040,/24vooYt5StgtgcQObVr1GHuM5gy.jpg,1971-07-01,95,"Adventure,Drama",en,"Jenny Agutter,Luc Roeg,David Gulpilil,John Meillon,Robert McDarra",Nicolas Roeg,Si Litvinoff,Edward Bond,,"Antony Gibbs,Alan Pattillo",Nicolas Roeg,,Terry Gough,Brian Eatwell,,Linda Richmond
[Film16571],I Only Want You to Love Me,93655,/5iFZAc9qSqMCo24aYFUc5Zuv5iZ.jpg,1976-03-23,104,"Drama,TV Movie",de,"Vitus Zeplichal,Elke Aberle,Alexander Allerson,Erni Mangold,Annemarie Wendl",Rainer Werner Fassbinder,"Peter Märthesheimer,Marcus A. Clarén,Christoph Meiser,Rolf Moser","Rainer Werner Fassbinder,Christian Hohoff,Klaus Antes,Christiane Erhardt","Karsten Ullrich,Manni Gläser,Theo Muller","Liesgret Schmitt-Klink,Beate Fischer-Weiskirch","Michael Ballhaus,Ernst Schmid",,,Kurt Raab,,
[Film16574],Ostia,150958,/sL6MfQBRV7fXF0VXF7DrYm4j05Z.jpg,1970-03-11,103,Drama,it,"Laurent Terzieff,Franco Citti,Anita Sanders,Ninetto Davoli,Lamberto Maggiorani",Sergio Citti,"Alvaro Mancori,Anna Maria Chretien",,Angelo Spadoni,"Nino Baragli,Carlo Reali",Mario Mancini,,,Claudio Giambanco,Mario Ambrosino,Gloria Granati
[Film16583],"Cuadecuc, vampir",126278,/9gDHGVLpobBaHZklcESZk4JvaZ0.jpg,1972-05-05,66,"Horror,Documentary",ca,"Christopher Lee,Herbert Lom,Soledad Miranda,Jack Taylor,Maria Rohm",Pere Portabella,Pere Portabella,,Jordi Sangenís,Miguel Bonastre,Manuel Esteban Marquilles,,Joan Enric Lahosa,,,
[Film16626],The Society of the Spectacle,8977,/uaBl6E4kkSul977VAbwtt12jTuo.jpg,1973-01-01,90,Documentary,fr,"Leonid Brezhnev,Fidel Castro,Guy Debord,Jacques Duclos,Robert Fabre",Guy Debord,,,,,,,,,,
[Film16634],Arcana,143451,/6NsBVIprxASKj5qhGAQBmMilDms.jpg,1972-04-06,102,"Drama,Horror,Mystery",it,"Lucía Bosé,Maurizio Degli Esposti,Tina Aumont,Renato Paracchi,Gianfranco Pozzi",Giulio Questi,Gaspare Palumbo,"Franco Arcalli,Giulio Questi",,Franco Arcalli,,"Berto Pisano,Romolo Grano",,,,
[Film1664],Vengeance Is Mine,,,,,,,,,,,,,,,,,,
[Film16674],The Legend of Doom House,46362,/j93A6ri31dHBdcbm4dxmZZfqPY1.jpg,1971-01-01,125,"Drama,Horror,Fantasy",nl,"Orson Welles,Susan Hampshire,Michel Bouquet,Mathieu Carrière,Jean-Pierre Cassel",Harry Kümel,"Paul Laffargue,Pierre Levie,Ritta Laffargue",,,Richard Marden,Gerry Fisher,Georges Delerue,,Pierre Cadiou,Claire-Lise Leisegang,"John O'Gorman,Claudine Thyrion,Odette Van Der Greyn"
[Film167495],Passacaglia y Fuga,400331,/saggB4XeSt8ikHc5dTYYlG4w3Ie.jpg,1975-05-30,19,,es,,"Jorge Honik,Laura Honik",,,,,,,,,,
[Film1678],Soylent Green,12101,/5nbkShkOEXUoKVhaX0XG41wyBkq.jpg,1973-04-18,97,"Science Fiction,Thriller",en,"Charlton Heston,Leigh Taylor-Young,Chuck Connors,Joseph Cotten,Brock Peters",Richard Fleischer,"Walter Seltzer,Russell Thacher",,,Samuel E. Beetley,Richard H. Kline,,,,Pat Barto,
[Film167938],Erdbeben in Chili,385471,/vKRbBUOkxWqNfbu6rSv1ryNZFHD.jpg,1975-06-03,86,Drama,de,"Julia Peña,Víctor Barrera,Fernando Villena,Juan Amigo,Ángel Álvarez",Helma Sanders-Brahms,,,,"Norbert Herzner,Thierry Derocles","Dietrich Lohmann,Luis Cano",,,,Maria Teresa Garcia Trueba,
[Film16895],The Death of Maria Malibran,137037,/iDJamBKbdneuPwhnhn1Crot86U.jpg,1972-03-02,104,"Drama,Comedy",de,"Magdalena Montezuma,Christine Kaufmann,Candy Darling,Manuela Riva,Ingrid Caven",Werner Schroeter,Werner Schroeter,,,"Werner Schroeter,Ila von Hasperg",Werner Schroeter,,,,,
[Film16969],Wanda,80560,/izuJ7cUhcihFnTpfsdSnkMCHsRQ.jpg,1971-02-20,103,"Drama,Crime",en,"Barbara Loden,Michael Higgins,Dorothy Shupenes,Peter Shupenes,Jerome Thier",Barbara Loden,Harry Shuster,Barbara Loden,Lars Hedman,Nicholas T. Proferes,Nicholas T. Proferes,,,,,
[Film1706],Female Trouble,14267,/rm2YMjVM4z5oIT6x8lD6zfrkfZj.jpg,1974-10-04,98,"Comedy,Crime",en,"Divine,David Lochary,Mary Vivian Pearce,Mink Stole,Edith Massey",John Waters,John Waters,,,"John Waters,Charles Roggero",John Waters,,Vincent Peranio,Vincent Peranio,Van Smith,Van Smith
[Film171166],Robin Redbreast,233383,/mxpcU2ByrlX0lhRT4aXE1BdR3Kv.jpg,1970-12-10,76,"Horror,Mystery,TV Movie",en,"Anna Cropper,Bernard Hepton,Amanda Walker,Julian Holloway,Freda Bamford",James MacTaggart,"Graeme MacDonald,Ann Kirch",John Bowen,,Roger Waugh,Brian Tufano,,,Eileen Diss,Joyce Hammond,Sandra Exelby
[Film17123],Fruit of Paradise,80080,/m0S3Jek3a9l4LvtKkSzvZy96jbD.jpg,1970-07-31,99,Drama,cs,"Jitka Novákova,Karel Novák,Jan Schmid,Eva Gabrielová,Julius Albert",Věra Chytilová,Bronka Ricquier,,,Miroslav Hájek,Jaroslav Kučera,Zdeněk Liška,Ester Krumbachová,Vladimír Labský,,
[Film17145],Waterloo,,,,,,,,,,,,,,,,,,
[Film1721],This Transient Life,104452,/3c6kIYxqhWEIFh9QITV9OPamQWz.jpg,1970-08-08,143,Drama,ja,"Michiko Tsukasa,Ryō Tamura,Eiji Okada,Isao Sasaki,Mitsuko Tanaka",Akio Jissôji,Toyoaki Dan,,,Yoshihiro Yanagawa,"Masao Nakabori,Yuzo Inagaki,Kazumi Oneda",Toru Fuyuki,Noriyoshi Ikeya,Noriyoshi Ikeya,,
[Film1727],The Getaway,5916,/8SvnGUJsr16zUJ2CN7ONX1ZWtZ8.jpg,1972-09-20,123,"Action,Crime,Thriller",en,"Steve McQueen,Ali MacGraw,Ben Johnson,Sally Struthers,Al Lettieri",Sam Peckinpah,"David Foster,Mitchell Brower",,,Robert L. Wolfe,Lucien Ballard,Quincy Jones,"Angelo P. Graham,Ted Haworth",,,"Al Fleming,Jack Petty"
[Film17284],Conrack,,,,,,,,,,,,,,,,,,
[Film17310],"We Turn in the Night, Consumed by Fire",,,,,,,,,,,,,,,,,,
[Film173171],Reality's Invisible,463839,/46AmOvEymYgUXlt3yrysw2rhUu7.jpg,1972-04-19,53,Documentary,en,"Rudolf Arnheim,Stan Brakhage,Robert Fulton,Robert Gardner,Alfred Guzzetti",Robert Fulton,,,,,,,,,,
[Film17325],Winter Soldier,34921,/jEIyONWYyxabivu4qHeASgQpyu6.jpg,1972-01-27,96,"War,Documentary",en,"Rusty Sachs,Kenneth Campbell,Joe Bangert,Scott Shimabukuro,Scott Camil","Michaël Weill,Rusty Sachs","Michaël Weill,Barbara Kopple,Robert Fiore,Nancy Baker,Fred Aronow,Rhetta Barron,David Gilles,David Grubin,Jeff Holstein,Barbara Jarvis,Algis Kaupas,Michael Lesser,Nancy Miller,Lucy Massie Phenix,Benay Rubinstein,Lee Osborne,Roger Phenix",,,"Michaël Weill,Barbara Kopple,Nancy Baker,Lucy Massie Phenix,Rhetta Barron,Rhetta Barron,Benay Rubinstein",,,,,,
[Film1732],The Hills Have Eyes,12262,/1G2DBIEkoS0JdCiOFIeR3mD8ROE.jpg,1977-07-22,90,"Horror,Thriller",en,"Martin Speer,Russ Grieve,John Steadman,James Whitworth,Virginia Vincent",Wes Craven,Peter Locke,Wes Craven,,Wes Craven,Eric Saarinen,Don Peake,Robert A. Burns,,Joanne Jaffe,"Donald Mulderick,Karen Grant"
[Film17334],Ana and the Wolves,,,,,,,,,,,,,,,,,,
[Film17335],Mama Turns 100,107288,/tgg8tjpcd298uYgNPMnnHbqbxBW.jpg,1979-09-17,92,"Comedy,Drama",es,"Geraldine Chaplin,Norman Briski,Amparo Muñoz,Rafaela Aparicio,José Vivó",Carlos Saura,Elías Querejeta,Carlos Saura,,Pablo G. del Amo,,,,,,
[Film17365],Everything Visible Is Empty,316305,/kFekzPFtIXOZgaVs8zLOL3nmVIB.jpg,1975-01-01,8,Animation,ja,,Toshio Matsumoto,,,,,,,,,,
[Film17377],Extreme Private Eros: Love Song 1974,130639,/e75Ts3Qk9GHLrb52e4qBoQiYdSd.jpg,1974-06-25,98,Documentary,ja,"Kazuo Hara,Miyuki Takeda,Sachiko Kobayashi",Kazuo Hara,Sachiko Kobayashi,,,Jun Nabeshima,Kazuo Hara,Tokiko Katô,,,,
[Film17382],Wind From the East,,,,,,,,,,,,,,,,,,
[Film17395],Don't Go in the House,39867,/fj7sn4eT4p7X30LNLFlWJkQUyhD.jpg,1979-11-01,82,Horror,en,"Dan Grimaldi,Robert Carnegie,Ruth Dardick,Charles Bonet,Bill Ricci",Joseph Ellison,Ellen Hammill,,,Jane Kurson,Oliver Wood,Richard Einhorn,Sarah Wood,,Sharon Lynch,Maryann Guar
[Film17400],The Deputy,115894,/upPNABA0sQJqz2f8HOCMwAkJ4qz.jpg,1978-10-20,110,Drama,es,"José Sacristán,María Luisa San José,José Luis Alonso,Enrique Vivó,Agustín González",Eloy de la Iglesia,,,,Julio Peña,Antonio Cuevas,,,,,Ángel Luis de Diego
[Film17403],Claudine,55909,/9mLM4Vx0L5kjaHPFXSe3ZgBEBCx.jpg,1974-04-22,92,"Drama,Romance,Comedy",en,"Diahann Carroll,James Earl Jones,Lawrence Hilton-Jacobs,Tamu Blackwell,David Krüger",John Berry,Hannah Weinstein,"Tina Pine,Lester Pine",,Louis San Andres,Gayne Rescher,Curtis Mayfield,Ben Kasazkow,Ted Haworth,Bernard Johnson,
[Film17476],King Lear,42495,/3d0CvkgokhZGpl6EIRMZ1MNgntU.jpg,1971-02-04,137,Drama,en,"Paul Scofield,Irene Worth,Cyril Cusack,Susan Engel,Tom Fleming",Peter Brook,"Sam Lomberg,Mogens Skot-Hansen,Michael Birkett",Peter Brook,,"Albert Jurgenson,Kasper Schyberg",Henning Kristiansen,,,Georges Wakhévitch,Adele Angard,"Ken Lintott,Ruth Hamler"
[Film174],From the Clouds to the Resistance,87415,/h1A5chyYVo4bej5g9qVsU3vjOYU.jpg,1979-11-07,104,Drama,it,"Olimpia Carlisi,Guido Lombardi,Gino Felici,Lori Pelosini,Walter Pardini","Jean-Marie Straub,Danièle Huillet",,,,"Jean-Marie Straub,Danièle Huillet","Giovanni Canfarelli Modica,Saverio Diamante",,,,,
[Film17528],"I, You, He, She",93934,/HBwLE1j9wXpJE36lMur7iiVleI.jpg,1976-11-17,86,"Drama,Romance",fr,"Chantal Akerman,Niels Arestrup,Claire Wauthion",Chantal Akerman,Chantal Akerman,"Chantal Akerman,Eric Du Kuyper,Paul Paquay",,"Luc Fréché,Geneviève Luciani","Bénédicte Delesalle,Renelde Dupont,Charlotte Szlovak",,,,,
[Film17531],The Meetings of Anna,93669,/5EU7BNT3m5TG4UfSzTiSOaC0Hrg.jpg,1978-10-08,128,Drama,fr,"Aurore Clément,Helmut Griem,Magali Noël,Hanns Zischler,Jean-Pierre Cassel",Chantal Akerman,"Alain Dahan,Maya Faber-Jansen,Emile Poppe",Chantal Akerman,,Francine Sandberg,Jean Penzer,,,,,Christiane Sauvage
[Film1753],A Touch of Zen,44154,/pgveqayMFUIZbFqN87ghiKmmxt3.jpg,1971-11-18,180,"Action,Adventure",zh,"Hsu Feng,Tien Peng,Roy Chiao,Shih Chun,Cho Kin",King Hu,Liang Fang Hsia-Wu,Songling Pu,,"King Hu,Wang Chin-Chen","Hua Hui-Ying,Yeh-Hsing Chou",,Shang-Lin Chen,,,Hsu-Ching Wu
[Film1761],Raining in the Mountain,76294,/8AcRIo5tAQdNIBOu1TW251OBNPT.jpg,1979-07-11,120,"Action,Adventure,Drama",zh,"Hsu Feng,Sun Yueh,Tung Lam,Tien Feng,Chen Hui-Lou",King Hu,"Ling Chung,Kai-Mu Lo",King Hu,,King Hu,Henry Chan,,King Hu,,,
[Film1771],The Hot Rock,,,,,,,,,,,,,,,,,,
[Film17776],A Dirty Story,117488,/qswvIEqXzmdhO9dpVSU77F1k005.jpg,1977-11-09,50,"Documentary,Comedy,Drama",fr,"Michael Lonsdale,Laurie Zimmer,Jean-Noël Picq,Douchka,Laura Fanning",Jean Eustache,,,,,"Pierre Lhomme,Jacques Renard",,,,,
[Film17801],Tenderness of the Wolves,127946,/hArRqqGnyoHERNzKnbrOJGLKoKq.jpg,1973-07-12,82,"Horror,Crime,Drama",de,"Kurt Raab,Jeff Roden,Margit Carstensen,Ingrid Caven,Wolfgang Schenck",Ulli Lommel,"Rainer Werner Fassbinder,Michael Fengler",Kurt Raab,,Thea Eymèsz,Jürgen Jürges,Peer Raben,,Kurt Raab,,
[Film17840],The Amazing Mr. Blunden,53780,/rD22Xdmwy6MXPl1iIm1SPDfKvNH.jpg,1972-12-07,95,"Family,Fantasy",en,"Laurence Naismith,Lynne Frederick,Garry Miller,Rosalyn Landor,Marc Granger",Lionel Jeffries,Barry Levinson,Lionel Jeffries,,,Gerry Fisher,Elmer Bernstein,Roy Forge Smith,Wilfred Shingleton,,George Frost
[Film17842],Câncer,255927,/jPCXvx82D88w6YpqUgnLBRPaaVm.jpg,1972-01-01,86,Drama,pt,"Hugo Carvana,Antônio Pitanga,Odete Lara,Eduardo Coutinho,Hélio Oiticica",Glauber Rocha,Glauber Rocha,Glauber Rocha,,"Tineca,Mireta",,,,,,
[Film1784],Let Sleeping Corpses Lie,25627,/jfa3HmGdq1MZSLaJKtj1st1MDF7.jpg,1974-11-28,95,"Science Fiction,Horror",it,"Cristina Galbó,Ray Lovelock,Arthur Kennedy,Aldo Massasso,Giorgio Trestini",Jorge Grau,Edmondo Amati,"Sandro Continenza,Marcello Coscia,Juan Cobos,Miguel Rubio",,"Vincenzo Tomassi,Domingo García",Francisco Sempere,Giuliano Sorgini,Rafael Ferri,Carlo Leva,,Giannetto De Rossi
[Film1788],Westworld,2362,/qNt29HzxwZ4jGTgSRxdA34ino9Q.jpg,1973-08-15,89,"Adventure,Science Fiction,Western",en,"Yul Brynner,Richard Benjamin,James Brolin,Norman Bartold,Alan Oppenheimer",Michael Crichton,Paul Lazarus III,,,David Bretherton,Gene Polito,Fred Karlin,Herman A. Blumenthal,,,"Frank Griffin,Irving Pringle"
[Film17893],Out 1 : Noli me tangere,94528,/vcyr1IZOHtPriQkm0NP6oMXDeLS.jpg,1971-10-09,743,"Drama,Mystery",fr,"Michèle Moretti,Hermine Karagheuz,Karen Puig,Pierre Baillot,Marcel Bozonnet",Jacques Rivette,Danièle Gégauff,"Suzanne Schiffman,Jacques Rivette",,Nicole Lubtchansky,Pierre-William Glenn,,,,,
[Film17907],Hapax Legomena III: Critical Mass,151002,,1971-12-04,26,,en,"Frank Albetta,Barbara DiBenedetto",Hollis Frampton,,,,,,,,,,
[Film17936],Zero Woman: Red Handcuffs,62852,/z7h6KqTZLgMefn7zRM0cA7fcAo6.jpg,1974-05-21,88,"Thriller,Action,Crime,Drama",ja,"Miki Sugimoto,Eiji Gō,Tetsurō Tamba,Hideo Murota,Yōko Mihara",Yukio Noda,,,,Fumio Soda,Yoshio Nakajima,Shunsuke Kikuchi,Tadayuki Kuwana,,,
[Film1799],They Call Her One Eye,15018,/maCNBtSYAgSUdBTNh13sZ5Prhbn.jpg,1973-05-01,104,"Action,Thriller,Crime,Drama",sv,"Christina Lindberg,Heinz Hopf,Despina Tomazani,Per-Axel Arosenius,Solveig Andersson",Bo Arne Vibenius,Bo Arne Vibenius,,,Brian Wikström,Andreas Bellis,,,,Anna Oskarsdotter,
[Film18016],"Brother Sun, Sister Moon",2587,/hbe9jnRQKyxtLr2krJR6RBRwzae.jpg,1972-03-03,121,"War,Drama,History",it,"Graham Faulkner,Judi Bowker,Leigh Lawson,Kenneth Cranham,Lee Montague",Franco Zeffirelli,"Dyson Lovell,Luciano Perugia",,,Reginald Mills,Ennio Guarnieri,Donovan,,"Gianni Quaranta,Lorenzo Mongiardino",Danilo Donati,
[Film180239],Maluala,224208,/o6824ENNGxPbdmvI9ofVcTF7k03.jpg,1979-12-03,84,,en,"Samuel Claxton,Miguel Gutiérrez,Adolfo Llauradó",Sergio Giral,,,,,,,,,,
[Film18045],Goodbye Uncle Tom,48691,/qKGsSjqjjLvDPYvCe6oGK0pWIka.jpg,1971-09-30,123,Drama,it,"Gualtiero Jacopetti,Franco Prosperi,Dick Gregory,Cicely Browne,Geoffrey Copleston","Gualtiero Jacopetti,Franco Prosperi","Gualtiero Jacopetti,Franco Prosperi","Gualtiero Jacopetti,Franco Prosperi",,"Gualtiero Jacopetti,Franco Prosperi",,Riz Ortolani,,,,
[Film18059],Ganja & Hess,83096,/iRfFNBin9RgsOapel5Ejqlj5wFc.jpg,1973-04-20,110,"Drama,Fantasy,Horror",en,"Marlene Clark,Duane Jones,Bill Gunn,Sam Waymon,Leonard Jackson",Bill Gunn,Chiz Schultz,Bill Gunn,,Victor Kanefsky,James E. Hinton,Sam Waymon,,,,
[Film1816],Jack's Wife,29424,/hhBfST0YjRpTrLbB6XH0HXoXmkA.jpg,1972-05-01,130,Horror,en,"Jan White,Raymond Laine,Ann Muffly,Joedda McClain,Bill Thunhurst",George A. Romero,Nancy Romero,George A. Romero,,George A. Romero,George A. Romero,Steve Gorn,,,,Bonnie Priore
[Film18184],Heroic Purgatory,104241,/m7kSD7k2tCX9eCcZg4gOPi8jMYW.jpg,1970-09-26,121,Drama,ja,"Mariko Okada,Kaizo Kamoda,Kaneko Iwasaki,Toru Takeuchi,Naho Kimura",Yoshishige Yoshida,"Yoshishige Yoshida,Sei Okamura",Masahiro Yamada,,Hiroyuki Yasuoka,Motokichi Hasegawa,,Osamu Yamaguchi,,Hanae Mori,
